9073	-3953	4248	-1024	-2204	8430	4735	-842	-8902	577	-5127	-2776	-8399	2156	-5487	7763	1034	1197	-7922	-30
-6342	1291	-2958	8085	-8017	-2691	-9855	2861	8550	-887	4852	-8579	-7780	-6554	47	-4270	4562	3245	4045	9532
-5816	3268	-3700	-5776	6676	6154	-5448	-7721	9684	6841	2350	5857	2099	-3369	3665	6892	8141	7368	-1207	-4736
-8917	5109	7160	3763	-6391	-1598	-2933	-2128	785	6489	7742	-1234	-1938	7168	7525	7855	6013	5328	9281	6007
7192	3947	1105	-1264	6095	-4454	-2940	-8136	4145	-3282	-4767	5368	2256	6208	753	-1173	2942	-4997	5093	-7949
-1923	-2591	3869	-3802	842	6206	3837	4167	5435	7356	-2765	4495	2365	-7085	508	4954	-5653	6145	-130	-7276
-8337	6273	3638	4105	-5843	5936	2411	5980	2663	-7498	-1930	-8948	-7853	9519	7291	1251	-4065	-3869	4556	7666
-6272	8427	-6735	-2103	-315	5633	530	-7561	-2755	8206	-7588	1485	2184	4539	8212	4758	9164	9762	6984	4396
5648	-6331	-160	2686	-1184	2271	-7323	9483	7544	-1299	2478	8054	4717	-4372	-7188	7910	-6468	3101	-9736	-5838
-7404	5590	-5726	-8696	7720	1533	8655	-5727	-9681	6643	-6205	-1225	182	-6584	-243	5435	-4633	-5725	1226	-4676
-3192	3760	178	-6572	8800	9459	-3515	-2097	6113	3615	-551	9104	9806	-1821	-3555	3903	5263	7251	-2215	4985
-4465	-9194	-5329	-1771	2387	-5359	8634	3877	-8381	-234	4284	-1170	6929	-5787	9163	9870	2454	-1342	-9536	7924
-291	-2428	891	-3515	-157	-8840	-1022	2388	-4332	1838	-2862	-5839	359	9114	-3359	1347	-3638	767	2567	5849
-3817	187	6726	7696	321	-2333	-1821	-8804	9581	-8898	8626	-8082	-3687	-392	5527	-8698	7337	-5302	3618	1895
-4135	-2182	1965	6730	-20	2881	-5764	3273	-605	3704	6633	5606	7459	8376	-1093	8409	6564	-8885	2073	-2491
-9912	3890	4082	-344	1570	-2384	-9769	8933	7293	6962	-1919	7551	-8184	1205	9195	-7194	-4205	-9489	4213	5220
8849	-5336	-6796	5591	-746	5059	-8090	-3033	7003	8058	7328	-4418	-7078	7505	1970	-6408	3316	9282	-9769	-51
4212	438	6039	-5614	6611	3593	4611	6411	-6786	-9624	-4613	9816	-4272	-2125	-9422	5001	-3220	7446	5584	862
-5717	1880	-850	-4022	-1728	-1072	5477	-9818	-4997	-8912	-3863	2333	5240	6202	-9707	5974	-8402	3896	-2212	-7004
-3999	-611	-1790	-4941	8717	-7985	7359	-3030	-4014	-1019	-8361	-2584	-6691	-3443	-1349	-3443	2926	5229	-8270	3917
-2910	-2893	-2388	1567	-9954	4999	9681	-2045	-619	-5515	-4971	6310	1000	-6610	-8517	1285	1371	-5561	-5819	-5999
-6012	-7260	-6740	-9686	2907	-6513	-9195	-9120	1605	-9169	6460	-5073	-1571	-4730	-7083	2403	-5764	5263	-9786	4244
-8289	-5475	-8198	-444	199	-4677	-4521	-2207	-963	5235	8812	-7144	6938	-1480	5094	8175	7501	1081	5923	-8283
5270	7167	1510	-484	3215	-6437	-3322	-5871	-6922	7986	-9471	2311	8119	6597	-8488	-5777	-3541	-9060	6189	-5126
8954	-4526	-6272	-8228	4176	2350	-3913	5650	-5433	-6038	5001	4207	-2433	-6257	-4491	-781	-672	6053	7691	6680
8738	-6780	1191	-2466	-160	2794	3736	9924	5488	-4867	7492	5978	192	8826	8538	5901	-6048	2744	-264	-9367
9535	3304	6093	8223	7523	9422	-7244	2133	-6171	3981	-6811	-1666	-795	4696	3577	8988	8849	9452	527	4907
1455	4388	2204	-874	-3940	-3631	-5422	-8075	2547	9526	9780	-9446	5328	-2543	-1791	-5377	5446	-7686	5355	-3605
5457	-562	-2496	-2781	7723	6805	248	8420	-2041	2574	-6600	904	1551	2574	9973	-5572	4423	4615	7147	3927
-7064	9457	3485	1956	6933	7757	-547	7637	-3665	-4023	494	8863	-8223	-7397	-5454	-3001	-5117	-4930	-2931	-7574
658	-9405	3971	4032	6662	-9552	1938	-7646	2525	-7526	-5433	-9442	-7825	6892	-9300	959	6765	6026	-3867	7488
-8021	9462	8360	7563	-7646	4908	-6533	-3718	4421	-3702	-4713	-1674	5937	-8747	-3518	1041	-7018	-665	-7397	-739
-9009	6028	9636	-7532	9217	2732	-8451	2308	4310	3745	-344	-5720	4524	-4440	-6406	7364	-3163	-1196	-4734	7309
-1397	-989	-3418	-25	5610	-6536	-9115	6458	-95	94	6022	-210	4924	6572	-1267	-8159	3423	206	-4895	8840
9559	-8695	9176	-7653	1366	1555	-2934	3953	-9314	-4515	8016	5881	4506	7883	-1124	-5491	9441	-2802	-7640	9056
-1732	6615	-3835	6506	8354	-4581	928	4240	6373	-7497	1947	-1356	-9153	-7816	-8336	6150	2585	814	380	-4511
-4793	-7785	-4612	-1957	9649	-4609	8777	-5124	-902	2061	6332	-4472	7564	-9475	-6167	-2333	-1471	-8651	3949	3424
423	3571	8741	-6936	2686	-1582	-5960	-3885	4269	6041	-4983	-1462	8648	-2755	5432	1264	-4110	8437	6358	3922
8977	-6284	-4484	4739	2026	-3952	-8399	-5669	-2480	8934	-3463	-2596	-4403	5735	3083	8137	7274	1796	-579	-9110
8193	-8653	3819	-6181	-3777	6295	-5586	-8367	-8694	9593	-7645	1456	-409	-1957	2546	4483	-5962	3642	-4257	8874
-811	-8150	1437	2399	-2939	-9578	5380	3640	-8176	5880	1530	6783	-9395	-3082	5859	7777	9923	-7129	9697	-2346
6796	4949	4607	9805	3595	-1106	-821	-632	5832	-7002	1192	-5117	-1912	-8933	-3254	-7799	6024	4482	528	-5949
6823	7527	-6170	5418	-7955	-1017	5959	-9230	-7319	106	7028	-5663	2552	-4495	6705	4920	7758	6151	-3413	-5346
5399	9129	-2653	5408	7062	-4885	-6111	1490	-2552	3011	-1375	-4319	-9095	-4741	-2983	-4494	-8399	-4546	720	-7318
5872	-7787	9497	-880	-1484	301	-868	-9735	3012	-9654	-1975	5783	-6754	866	9277	7031	3507	851	2449	8880
-7314	9855	6438	-7165	-9336	-3325	-7900	9251	-9140	-2064	1210	1105	5933	1703	-2367	-8221	7553	8786	-4541	2357
6651	2738	-8605	397	-5552	3375	8281	-420	2989	6696	-4601	-1908	-8989	-2586	1521	9826	-4537	-6642	-7826	-5988
1548	-9415	-8380	-1517	2749	5619	-6804	4559	9835	-1410	895	2019	-1105	5096	668	-4577	-8677	7596	-1984	-9292
-5323	-6701	8970	4891	8313	-3978	-2969	3466	-8268	-1669	-541	4260	-9661	1068	5274	1123	8824	1471	9656	-9376
-1775	8098	1870	3615	9837	6712	4669	4833	-3455	-3633	4626	-2631	-4841	9019	4739	-1879	-1719	-8285	-6702	2420
-2705	6049	-8094	4417	4021	-6945	-406	6089	7173	958	591	4414	-7394	-6439	-201	-3698	-1971	5431	2502	-7348
-4867	9083	-3966	113	-5007	-7976	-8871	6344	-9444	6983	-4342	-452	5257	-3509	8561	-1473	5728	-442	-8626	-1665
2821	-3193	7772	3238	-2550	-9818	9816	9515	2348	-829	-5602	-2133	3373	1839	7610	-1702	8344	7731	2129	439
3084	-6319	8821	9396	877	-5746	5480	9239	8237	-9692	9663	194	3511	4670	3655	-2702	1463	-3284	2562	2410
-3718	738	-1498	468	-501	-728	638	-5523	1691	-7533	-5720	5646	-1502	4742	8809	4210	-745	-3515	-5231	9283
6125	-7463	917	-2589	-657	202	-5563	9532	-3750	3117	-7192	-5104	4722	-1000	-1110	6829	9241	-6121	3375	-8269
1661	8857	4136	9116	-9215	-7830	-8374	-2184	-1674	1483	-9913	-5312	8164	-2414	2604	8931	9214	-2917	2296	3713
8511	-3505	2156	-6296	1577	-4507	-2463	4023	-2488	6471	2104	109	-6568	2704	-7038	3692	-9010	6664	1864	-2311
-3675	-7648	4391	-7399	-6409	-384	-2676	6471	9029	9183	7015	-7978	-3020	6286	3933	-1550	-9992	-3550	-7844	-3325
-6053	-1705	8164	5448	8454	-3445	-4958	9448	1891	-2186	1035	-9530	-4846	8849	4990	4760	-8279	-6683	5466	-9009
